rating,reviews,amenities,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,latitude,longitude
4.93,16.0,"Beach access – Beachfront,Kitchen,Wifi,Private hot tub,TV with Chromecast,Washing machine,Dryer,Private patio or balcony,Garden,Indoor fireplace: wood-burning",20530, Sweden,1,4,6,0,3,0,59.40406,18.331331
0.0,0.0,"Beach view,Marina view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Private sauna,Security cameras on property",69297, United States,3,8,14,0,6,0,44.336127,-75.917931
4.76,88.0,"Lake view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Pets allowed,TV,Security cameras on property",39805, United States,4,7,10,0,4,0,37.6635433,-120.4635289
0.0,1.0,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,TV,Washing machine,Dryer",455155, Colombia,13,16,16,0,12,0,10.4265566,-75.5441671
5.0,12.0,"Waterfront,Kitchen,Wifi,TV,Washing machine,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",12059, Croatia,1,2,4,0,1,0,44.5809189,14.3112091
5.0,21.0,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6342, Greece,1,1,4,0,1,0,37.78022,20.89555
4.83,6.0,"Bay view,Kitchen,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",12231, Croatia,1,3,4,0,0,1,43.8814284,15.4269943
0.0,0.0,"Garden view,Marina view,Private beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private outdoor pool,TV,Security cameras on property",158531, Jamaica,7,7,16,0,7,0,18.4081045,-77.1011092
5.0,32.0,"Canal view,Garden view,Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Private outdoor pool,Pets allowed,TV,Private patio or balcony",18280, Croatia,2,2,6,0,2,0,42.9437813,16.9134763
4.81,27.0,"Bay view,Ocean view,Kitchen,Wifi,Dedicated workspace,Pets allowed,40"" HDTV with Netflix, standard cable/satellite,Free washer – In building,Free dryer – In building,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",33365, Australia,2,4,6,0,3,0,-33.6397464,151.2911746
5.0,23.0,"Lake view,Beach access,Wifi,Free parking on premises,Pets allowed,Shared backyard – Not fully fenced,Indoor fireplace: wood-burning,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4742, United States,1,1,4,0,0,0,44.238804,-70.035782
4.98,99.0,"Courtyard view,Lake view,Wifi,Shared patio or balcony,Garden,Breakfast",3195, Peru,1,1,2,0,1,0,-15.0,-70.0
0.0,0.0,"Bay view,Garden view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private sauna,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",455934, Canada,6,6,12,0,6,0,44.4488931,-64.387173
5.0,3.0,"Beach access – Beachfront,Wifi,Pets allowed,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10011, Croatia,1,2,4,0,1,0,43.124199,16.6860087
4.63,56.0,"Waterfront,Kitchen,Pets allowed,Garden,Smoking allowed,Paid parking off premises,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",12038, Philippines,3,5,16,0,3,0,14.2453833,121.5070018
0.0,0.0,"Garden view,Lake access,Kitchen,Pool,TV,Air conditioning,Private patio or balcony,Private garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",29698, Nicaragua,3,5,10,0,3,0,11.9303801,-85.9535897
5.0,9.0,"Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2237, Peru,2,4,8,0,2,0,-15.0,-70.0
4.75,17.0,"Ocean view,Sea view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,12"" TV with Amazon Prime Video, Hulu, Netflix,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",18246, Belize,1,4,2,0,2,0,17.5002768,-88.1988737
4.86,22.0,"Beach access – Beachfront,Pets allowed,Air conditioning,Patio or balcony,Refrigerator,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",67286, Colombia,5,8,12,0,4,0,10.2004729,-75.7635609
5.0,18.0,"Garden view,Harbour view,Public or shared beach access,Kitchen,Wifi,Dedicated workspace,TV with Apple TV, Netflix,Washing machine,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",35307, Australia,2,4,8,0,3,0,-33.6397464,151.2911746
0.0,2.0,"Kitchen,Free parking on premises,Pets allowed,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4530, Croatia,0,2,2,1,0,0,43.799601,15.6085778
5.0,4.0,"Bay view,Ocean view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared hot tub – open 24 hours,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",66637, Canada,2,2,4,0,1,0,44.4488931,-64.387173
0.0,0.0,"Wifi,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",15076, Belize,1,1,3,0,1,0,16.5156113,-88.3671785
4.94,105.0,"Bay view,Harbour view,Beach access – Beachfront,Kitchen,Free parking on premises,Bath,Patio or balcony,Garden,Indoor fireplace,Refrigerator",25141, United States,1,2,4,0,1,0,44.8341639,-87.377042
0.0,2.0,"Bay view,Beach view,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,TV,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",15410, Croatia,3,3,6,0,3,0,42.9609767,16.7180177
0.0,0.0,"Beach access,Kitchen,TV,Patio or balcony,Garden,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13499, Croatia,1,2,4,0,2,0,45.0807411,13.6417282
4.76,21.0,"Mountain view,Bay view,Waterfront,Kitchen,Dedicated workspace,Private pool,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",16487, Nicaragua,3,3,6,0,3,0,11.9303801,-85.9535897
5.0,26.0,"Bay view,Garden view,Beach access – Beachfront,Ski-in/Ski-out,Kitchen,Dedicated workspace,Free parking on premises,Private sauna,Pets allowed,Patio or balcony",11845, Finland,1,4,4,0,0,0,68.9062456,27.0260771
5.0,10.0,"Waterfront,Kitchen,Wifi,Free parking on premises,Hot tub,Pets allowed,TV,Patio or balcony,Garden,Refrigerator",62334, Canada,3,9,14,0,8,0,51.4570912,-86.8538329
4.86,70.0,"Kitchen,Wifi,Free parking on premises,TV,Washing machine,Dryer,Private patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",21298, French Polynesia,1,2,4,0,2,0,-17.533306,-149.8386006
5.0,10.0,"Lake view,Mountain view,Waterfront,Kitchen,Dedicated workspace,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",13079, Philippines,1,2,10,0,3,0,14.2453833,121.5070018
0.0,1.0,"Garden view,Lake view,Private beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Security cameras on property",64113, United States,2,8,12,0,5,0,45.8214101,-91.011418
4.75,4.0,"Beach access – Beachfront,Wifi,Pets allowed,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10011, Croatia,1,1,4,0,1,0,43.124199,16.6860087
0.0,2.0,"Beach access – Beachfront,Garden,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1693, Colombia,2,0,1,0,1,0,9.74393,-75.81722
4.8,46.0,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Washing machine – In unit,Dryer – In unit,Central air conditioning,Patio or balcony",45065, Canada,2,6,10,0,3,0,44.91741,-79.373131
0.0,2.0,"Beach access,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7194, Panama,1,2,2,0,1,0,9.0,-80.0
4.75,51.0,"Lake view,Mountain view,Waterfront,Kitchen,Wifi,Pets allowed,Private patio or balcony,Private garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",32146, Philippines,5,16,16,0,8,0,14.2974791,121.4590515
5.0,8.0,"Beach access – Beachfront,Kitchen,Patio or balcony,Garden,Refrigerator,Long-term stays allowed",9966, Finland,0,3,4,0,0,0,62.5314503,29.3872024
4.88,27.0,"Ocean view,Bay view,Public or shared beach access,Kitchen,Wifi – 5 Mbps,Dedicated workspace,Free parking on premises,Pets allowed,TV with Roku,Free washer – In unit",25196, United States,2,6,8,0,4,0,44.1597298,-68.4205633
4.55,31.0,"Kitchen,Wifi,Shared pool,TV with standard cable/satellite,Lift,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",11630, Puerto Rico,1,1,2,0,1,0,18.384239,-66.05344
5.0,4.0,"Kitchen,Dedicated workspace,Washing machine,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",31231, Colombia,2,10,10,0,2,0,10.2004729,-75.7635609
5.0,28.0,"Marina view,Ocean view,Waterfront,Kitchen,Wifi,Free on-street parking,Shared outdoor pool – available all year, open specific hours,TV,Lift,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",13778, Puerto Rico,2,5,6,0,2,0,18.3278026,-65.6561832
0.0,1.0,"Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Pets allowed,Shared patio or balcony,Shared backyard – Not fully fenced,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",15021, Indonesia,2,2,12,0,1,0,-1.0,100.5
5.0,11.0,"Bay view,Lake view,Waterfront,Kitchen,Pets allowed,43"" HDTV,Free washer – In unit,Free dryer – In unit,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",45941, Canada,1,6,10,0,5,0,45.1178146,-79.5659881
4.64,14.0,"Beach access – Beachfront,Wifi,Dedicated workspace,Air conditioning,Hair dryer,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3243, Indonesia,1,1,2,0,1,0,-8.35783,116.0824
4.88,8.0,"Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,TV,Washing machine,Dryer,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",18274, Norway,2,10,10,0,5,0,59.68883,5.24739
5.0,13.0,"Lake view,Private beach access – Beachfront,Kitchen,Dedicated workspace,Free parking on premises,Private garden,Fire pit,Refrigerator,Long-term stays allowed",19026, Canada,0,1,2,1,1,0,44.4296227,-79.1550193
5.0,19.0,"Public or shared beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washing machine,Free dryer – In unit,Security cameras on property",27582, Canada,2,3,6,0,2,0,45.9713455,-74.3392745
0.0,1.0,"Ocean view,Resort view,Public or shared beach access,Kitchen,Dedicated workspace,Shared pool,Pets allowed,Central air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",16386, Panama,2,4,6,0,2,0,9.6346279,-79.5625562
5.0,37.0,"Bay view,Sea view,Private beach access,Kitchen,Wifi,Free parking on premises,32"" HDTV with Fire TV,Paid washer – In building,Paid dryer – In building,Security cameras on property",18206, Belize,1,1,4,0,1,0,17.5002768,-88.1988737
4.84,19.0,"Sea view,Kitchen,Wifi,Free parking on premises,TV,Washing machine,Window AC unit,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10520, Greece,1,3,6,0,2,0,37.6452279,24.2915859
5.0,40.0,"Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Washing machine,Dryer,Bath,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",47801, Panama,3,4,6,0,4,0,9.0,-80.0
4.95,85.0,"Bay view,Harbour view,Beach access – Beachfront,Kitchen,Garden,Indoor fireplace,Refrigerator,Microwave,Long-term stays allowed,Paid car park off premises",21045, United States,1,3,4,0,1,0,44.8341639,-87.377042
4.97,152.0,"Lake view,Beach access,Kitchen,Wifi,Free driveway parking on premises – 8 spaces,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace: wood-burning,Luggage drop-off allowed",16209, United States,1,2,6,0,1,0,44.238804,-70.035782
0.0,0.0,"Public or shared beach access,Kitchen,Wifi,Free parking on premises,Private hot tub,Private sauna,82"" HDTV with HBO Max, cable/satellite TV,Free washer – In unit,Dryer,Security cameras on property",62827, United States,3,8,14,0,6,0,44.336127,-75.917931
4.51,149.0,"Mountain view,Free parking on premises,Pets allowed,Shared patio or balcony,Garden,Indoor fireplace: wood-burning,Fire pit,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2731, Jordan,1,11,8,0,2,0,30.32221,35.47933
4.96,27.0,"Wifi,Free parking on premises,Pets allowed,Air conditioning,Patio or balcony,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13590, Turkey,1,1,2,0,1,0,38.642089,34.8296234
4.92,53.0,"Wifi,Free parking on premises,Pets allowed,Air conditioning,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",15855, Turkey,1,1,2,0,1,0,38.6445768,34.8291408
4.99,101.0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private indoor pool – heated,Private hot tub,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",30168, Greece,1,1,2,0,1,0,36.3937862,25.4510674
0.0,1.0,"Valley view,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Private hot tub,Shared sauna,27"" TV with standard cable/satellite,Lift,Security cameras on property",25562, Turkey,1,1,2,0,1,0,38.6300508,34.9116025
4.77,75.0,"Kitchen,Wifi,Free parking on premises,TV,Washing machine,Air conditioning,Shared patio or balcony,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6523, Turkey,1,1,2,0,1,0,38.6445768,34.8291408
4.88,8.0,"Kitchen,Wifi,Free parking on premises,Pool,TV,Air conditioning,Garden,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",48428, Greece,2,2,4,0,1,0,39.0,22.0
4.95,311.0,"Kitchen,Wifi,Free on-street parking,Pool,TV with standard cable/satellite,Air conditioning,Patio or balcony,Cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",45649, Greece,2,4,5,0,1,0,38.35243,23.13995
4.99,105.0,"Garden view,Valley view,Kitchen,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7637, Turkey,1,3,8,0,0,1,38.6214638,34.865156
4.87,103.0,"Wifi,Free parking on premises,Pool,TV,Washing machine,Dryer,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",6161, Turkey,1,1,2,0,1,0,38.642089,34.8296234
4.93,84.0,"Courtyard view,Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Free washer – In unit,Paid dryer – In building,Air conditioning,Shared patio or balcony",5724, Turkey,1,2,3,0,1,0,38.5833959,34.8969158
4.99,88.0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private indoor pool – available all year, open 24 hours, heated, lap pool,Private hot tub,Sauna,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",28795, Greece,1,3,4,0,2,0,36.3937862,25.4510674
5.0,207.0,"Wifi,Free on-street parking,Pool,TV with standard cable/satellite,Air conditioning,Patio or balcony,Travel cot,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",31994, Greece,1,3,4,0,1,0,38.35243,23.13995
4.92,136.0,"Courtyard view,Garden view,Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Washing machine,Shared patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",5900, Turkey,12,18,16,0,12,0,38.6280318,34.8640307
4.94,54.0,"Desert view,Mountain view,Free parking on premises,Pets allowed,Indoor fireplace,Fire pit,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2809, Jordan,2,0,16,0,1,0,31.0,36.0
4.95,76.0,"Courtyard view,Garden view,Kitchen,Wifi – 41 Mbps,Dedicated workspace,Free residential garage on premises – 3 spaces,32"" HDTV,Free washer – In unit,Paid dryer – In building,Central air conditioning",4203, Turkey,1,2,3,0,1,0,38.5833959,34.8969158
0.0,1.0,"Wifi,Free parking on premises,TV,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",6272, Turkey,1,1,2,0,1,0,38.642089,34.8296234
4.93,58.0,"Wifi,Free parking on premises,Pool,TV,Washing machine,Dryer,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",21200, Turkey,1,4,5,0,2,0,38.642089,34.8296234
4.92,178.0,"Kitchen,Wifi,Free on-street parking,Hot tub,TV,Air conditioning,Patio or balcony,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",16386, Greece,1,1,2,0,1,0,36.4071112,25.4566637
4.77,44.0,"City skyline view,Garden view,Wifi,Free parking on premises,Pets allowed,TV,Portable air conditioning,Private backyard – Fully fenced,Indoor fireplace,Security cameras on property",14049, Turkey,1,2,3,0,1,0,38.642089,34.8296234
4.9,94.0,"Sea view,Kitchen,Wifi,Hot tub,TV with standard cable/satellite,Air conditioning,Patio or balcony,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",45299, Greece,1,3,4,0,1,0,36.4622122,25.3757257
4.87,101.0,"Kitchen,Wifi,Free parking on premises,Pets allowed,Washing machine,Dryer,Indoor fireplace,Luggage drop-off allowed,Cot,Security cameras on property",3382, Turkey,7,12,16,0,6,0,38.625,34.71222
4.98,179.0,"Kitchen,Wifi,TV,Air conditioning,Shared patio or balcony,Travel cot,Children’s books and toys,Baby bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10872, Greece,1,1,3,0,1,0,39.0,22.0
4.65,253.0,"Mountain view,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2753, Jordan,0,3,3,0,1,0,30.32221,35.47933
0.0,0.0,"City skyline view,Courtyard view,Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Hair dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",5436, Turkey,7,7,14,0,7,0,38.6300508,34.9116025
4.97,67.0,"Sea view,Public or shared beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13639, Greece,1,1,2,0,1,0,34.9858289,24.7494909
4.97,121.0,"Wifi,Private pool,HDTV,Air conditioning,Private patio or balcony,Cot,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",54471, Greece,3,2,6,0,2,0,36.4622122,25.3757257
4.88,42.0,"Courtyard view,Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Free washer – In unit,Central air conditioning,Private patio or balcony,Private backyard – Not fully fenced",5597, Turkey,1,2,3,0,1,0,38.5833959,34.8969158
4.93,57.0,"Sea view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",16720, Greece,1,1,2,0,1,0,34.9858289,24.7494909
4.7,100.0,"Sea view,Valley view,Kitchen,Wifi,Free on-street parking,Private pool,Private hot tub,Pets allowed,32"" HDTV with Netflix, standard cable/satellite,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",18037, Greece,2,2,4,0,2,0,36.4071112,25.4566637
4.9,239.0,"Bay view,Mountain view,Waterfront,Kitchen,Fast wifi – 61 Mbps,Dedicated workspace,Free parking on premises,Bath,Private patio or balcony,Security cameras on property",21878, Greece,1,1,2,0,1,0,37.1501031,25.4550768
4.64,67.0,"City skyline view,Kitchen,Wifi,Free parking on premises,HDTV with standard cable/satellite,Air conditioning,Shared patio or balcony,Luggage drop-off allowed,Cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",11008, Turkey,1,3,3,0,1,0,38.6293826,34.8046138
4.9,23.0,"Courtyard view,Garden view,Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Washing machine,Shared patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",31754, Turkey,4,4,10,0,4,0,38.6280318,34.8640307
4.98,143.0,"Kitchen,Wifi,Free on-street parking,Private hot tub,Air conditioning,Shared patio or balcony,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",12785, Greece,1,1,2,0,1,0,36.4622122,25.3757257
4.98,215.0,"Bay view,Ocean view,Beach access,Kitchen,Wifi,Private patio or balcony,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",23556, Greece,1,3,4,0,1,0,39.0,22.0
4.97,36.0,"City skyline view,Courtyard view,Kitchen,Wifi,Dedicated workspace,Shared pool,HDTV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",45516, Greece,2,2,4,0,2,0,37.4513936,25.3923149
4.94,118.0,"Ocean view,Beach access,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Pets allowed,Central air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",36917, Greece,1,1,2,0,1,0,36.4622122,25.3757257
4.76,88.0,"Kitchen,Wifi,Free on-street parking,TV with standard cable/satellite,Washing machine,Dryer,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",14899, Greece,1,1,3,0,1,0,36.4622122,25.3757257
4.74,246.0,"Beach access – Beachfront,Kitchen,Wifi,Pets allowed,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",18120, Greece,1,3,4,0,2,0,36.39963,25.42081
4.95,37.0,"City skyline view,Mountain view,Kitchen,Wifi,Dedicated workspace,Free on-street parking,Private hot tub,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",18394, Greece,2,3,5,0,2,0,36.3879757,25.4578667
4.59,39.0,"Resort view,Ocean view,Beach access,Wifi,Free parking on premises,Private hot tub,Pets allowed,TV with standard cable/satellite,Washing machine,Dryer",39695, Greece,1,1,3,0,1,0,36.4325579,25.4228307
4.95,19.0,"Wifi,Free on-street parking,TV,Air conditioning,Shared patio or balcony,Luggage drop-off allowed,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8127, Greece,1,1,2,0,1,0,36.3763939,25.4317299
4.7,77.0,"Kitchen,Wifi,Free on-street parking,TV,Air conditioning,Luggage drop-off allowed,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",18577, Greece,1,3,5,0,2,0,36.4622122,25.3757257
4.9,114.0,"Garden view,Kitchen,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,HDTV,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",9116, Greece,1,3,4,0,1,0,36.39963,25.42081
4.88,51.0,"Wifi,Free on-street parking,TV,Air conditioning,Patio or balcony,Hair dryer,Refrigerator,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",11778, Greece,1,2,3,0,1,0,35.2803623,25.1071483
4.9,68.0,"Bay view,Beach view,Kitchen,Wifi,Free parking on premises,Private pool,Private hot tub,Pets allowed,TV with standard cable/satellite,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",61969, Greece,2,2,5,0,2,0,36.4622122,25.3757257
4.56,17.0,"Wifi,Dedicated workspace,Free parking on premises,TV,Luggage drop-off allowed,Cot,High chair,Hair dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",4876, Turkey,1,2,2,0,1,0,38.642089,34.8296234
4.8,43.0,"Kitchen,Wifi,Free residential garage on premises,Shared hot tub,TV with standard cable/satellite,Dryer,Air conditioning,Bath,Patio or balcony,Shared garden",10192, Turkey,1,2,3,0,1,0,38.6445768,34.8291408
4.63,78.0,"Kitchen,Wifi,Pets allowed,Shared patio or balcony,Shared backyard – Fully fenced,Luggage drop-off allowed,Travel cot,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8018, Greece,1,3,5,0,2,0,39.0,22.0
4.79,250.0,"Bay view,Sea view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared patio or balcony,Luggage drop-off allowed,Security cameras on property",25321, Greece,1,4,5,0,1,0,37.1501031,25.4550768
4.9,108.0,"Courtyard view,Mountain view,Kitchen,Wifi,Free parking on premises,28"" HDTV with Netflix,Free washer – In building,Central air conditioning,Shared patio or balcony,Shared backyard – Not fully fenced",10321, Greece,1,2,3,0,1,0,39.0,22.0
0.0,0.0,"Wifi,Free parking on premises,Shared pool,Private hot tub,TV,Air conditioning,Shared backyard – Not fully fenced,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",52001, Greece,1,0,2,0,1,0,36.4071112,25.4566637
